date,time,building_name,building_type,energy_consumption,solar_generated,solar_used,battery_level,temperature,weather_condition
2026-08-10,14:00:00,Library,Library,32.13,34.84,27.02,98.0,35.9,Sunny
2026-08-10,14:00:00,Administration Block,Administrative,29.12,31.49,26.43,91.8,35.9,Sunny
2026-08-10,14:00:00,Hostel,Residential,19.28,25.97,18.06,21.2,35.9,Sunny
2026-08-10,16:00:00,Main Block,Academic,36.78,27.39,27.39,95.9,35.9,Sunny
2026-08-10,16:00:00,Computer Lab,Laboratory,48.03,18.76,18.76,37.3,35.9,Sunny
2026-08-10,16:00:00,Library,Library,27.81,18.54,18.54,96.0,35.9,Sunny
2026-08-10,16:00:00,Administration Block,Administrative,25.2,14.72,14.72,89.5,35.9,Sunny
2026-08-10,16:00:00,Hostel,Residential,19.5,14.3,14.3,20.1,35.9,Sunny
2026-08-10,18:00:00,Main Block,Academic,14.37,7.9,7.9,94.5,34.1,Sunny
2026-08-10,18:00:00,Computer Lab,Laboratory,18.7,6.13,6.13,34.5,34.1,Sunny
2026-08-10,18:00:00,Library,Library,12.99,5.96,5.96,94.5,34.1,Sunny
2026-08-10,18:00:00,Administration Block,Administrative,11.79,5.34,5.34,88.1,34.1,Sunny
2026-08-10,18:00:00,Hostel,Residential,37.56,3.95,3.95,12.7,34.1,Sunny
2026-08-10,20:00:00,Main Block,Academic,7.17,0.0,0.0,92.9,31.2,Sunny
2026-08-10,20:00:00,Computer Lab,Laboratory,9.33,0.0,0.0,32.4,31.2,Sunny
2026-08-10,20:00:00,Library,Library,5.22,0.0,0.0,93.4,31.2,Sunny
2026-08-10,20:00:00,Administration Block,Administrative,5.07,0.0,0.0,87.0,31.2,Sunny
2026-08-10,20:00:00,Hostel,Residential,50.03,0.0,0.0,12.0,31.2,Sunny
2026-08-10,22:00:00,Main Block,Academic,6.54,0.0,0.0,91.5,28.2,Sunny
2026-08-10,22:00:00,Computer Lab,Laboratory,8.54,0.0,0.0,30.5,28.2,Sunny
2026-08-10,22:00:00,Library,Library,5.35,0.0,0.0,92.2,28.2,Sunny
2026-08-10,22:00:00,Administration Block,Administrative,5.14,0.0,0.0,85.9,28.2,Sunny
2026-08-10,22:00:00,Hostel,Residential,45.93,0.0,0.0,12.0,28.2,Sunny
2026-08-11,00:00:00,Main Block,Academic,6.76,0.0,0.0,90.0,26.0,Sunny
2026-08-11,00:00:00,Computer Lab,Laboratory,9.37,0.0,0.0,28.4,26.0,Sunny
2026-08-11,00:00:00,Library,Library,5.78,0.0,0.0,90.9,26.0,Sunny
2026-08-11,00:00:00,Administration Block,Administrative,5.04,0.0,0.0,84.8,26.0,Sunny
2026-08-11,00:00:00,Hostel,Residential,13.4,0.0,0.0,12.0,26.0,Sunny
2026-08-11,02:00:00,Main Block,Academic,4.88,0.0,0.0,88.9,24.3,Sunny
2026-08-11,02:00:00,Computer Lab,Laboratory,6.74,0.0,0.0,26.9,24.3,Sunny
2026-08-11,02:00:00,Library,Library,3.95,0.0,0.0,90.0,24.3,Sunny
2026-08-11,02:00:00,Administration Block,Administrative,3.86,0.0,0.0,84.0,24.3,Sunny
2026-08-11,02:00:00,Hostel,Residential,15.24,0.0,0.0,12.0,24.3,Sunny
2026-08-11,04:00:00,Main Block,Academic,4.62,0.0,0.0,87.9,25.0,Sunny
2026-08-11,04:00:00,Computer Lab,Laboratory,5.56,0.0,0.0,25.7,25.0,Sunny
2026-08-11,04:00:00,Library,Library,3.83,0.0,0.0,89.2,25.0,Sunny
2026-08-11,04:00:00,Administration Block,Administrative,3.41,0.0,0.0,83.2,25.0,Sunny
2026-08-11,04:00:00,Hostel,Residential,12.88,0.0,0.0,12.0,25.0,Sunny
2026-08-11,06:00:00,Main Block,Academic,7.0,4.21,4.21,87.3,26.4,Sunny
2026-08-11,06:00:00,Computer Lab,Laboratory,8.96,2.79,2.79,24.3,26.4,Sunny
2026-08-11,06:00:00,Library,Library,5.55,2.53,2.53,88.5,26.4,Sunny
2026-08-11,06:00:00,Administration Block,Administrative,5.0,2.32,2.32,82.6,26.4,Sunny
2026-08-11,06:00:00,Hostel,Residential,39.1,2.1,2.1,12.0,26.4,Sunny
2026-08-11,08:00:00,Main Block,Academic,23.59,16.08,16.08,85.6,29.1,Sunny
2026-08-11,08:00:00,Computer Lab,Laboratory,28.04,11.64,11.64,20.7,29.1,Sunny
2026-08-11,08:00:00,Library,Library,18.95,10.3,10.3,86.6,29.1,Sunny
2026-08-11,08:00:00,Administration Block,Administrative,15.7,9.99,9.99,81.3,29.1,Sunny
2026-08-11,08:00:00,Hostel,Residential,44.5,8.49,8.49,12.0,29.1,Sunny
2026-08-11,10:00:00,Main Block,Academic,33.65,41.89,28.65,91.6,33.3,Sunny
2026-08-11,10:00:00,Computer Lab,Laboratory,44.83,28.47,28.47,17.1,33.3,Sunny
2026-08-11,10:00:00,Library,Library,27.18,28.19,23.05,88.9,33.3,Sunny
2026-08-11,10:00:00,Administration Block,Administrative,23.0,23.04,18.84,83.2,33.3,Sunny
2026-08-11,10:00:00,Hostel,Residential,19.06,19.77,16.03,13.7,33.3,Sunny
2026-08-11,12:00:00,Main Block,Academic,32.45,59.32,28.05,98.0,35.0,Sunny
2026-08-11,12:00:00,Computer Lab,Laboratory,44.56,40.15,40.06,17.1,35.0,Sunny
2026-08-11,12:00:00,Library,Library,28.17,37.71,24.87,94.7,35.0,Sunny
2026-08-11,12:00:00,Administration Block,Administrative,25.64,36.07,21.77,89.6,35.0,Sunny
2026-08-11,12:00:00,Hostel,Residential,17.5,28.8,15.19,19.8,35.0,Sunny
2026-08-11,14:00:00,Main Block,Academic,41.95,50.21,35.88,98.0,37.0,Sunny
2026-08-11,14:00:00,Computer Lab,Laboratory,51.24,37.48,37.48,14.1,37.0,Sunny
2026-08-11,14:00:00,Library,Library,29.38,33.63,27.73,97.4,37.0,Sunny
2026-08-11,14:00:00,Administration Block,Administrative,27.54,30.44,24.23,92.4,37.0,Sunny
2026-08-11,14:00:00,Hostel,Residential,19.96,26.71,18.4,23.5,37.0,Sunny
2026-08-11,16:00:00,Main Block,Academic,35.45,27.68,27.68,96.3,35.9,Sunny
2026-08-11,16:00:00,Computer Lab,Laboratory,48.37,18.65,18.65,12.0,35.9,Sunny
2026-08-11,16:00:00,Library,Library,29.3,19.01,19.01,95.1,35.9,Sunny
2026-08-11,16:00:00,Administration Block,Administrative,27.11,15.46,15.46,89.8,35.9,Sunny
2026-08-11,16:00:00,Hostel,Residential,19.3,14.16,14.16,22.4,35.9,Sunny
2026-08-11,18:00:00,Main Block,Academic,16.39,7.9,7.9,94.4,34.5,Sunny
2026-08-11,18:00:00,Computer Lab,Laboratory,18.61,6.25,6.25,12.0,34.5,Sunny
2026-08-11,18:00:00,Library,Library,12.16,5.72,5.72,93.7,34.5,Sunny
2026-08-11,18:00:00,Administration Block,Administrative,10.42,4.64,4.64,88.5,34.5,Sunny
2026-08-11,18:00:00,Hostel,Residential,39.74,4.08,4.08,14.6,34.5,Sunny
2026-08-11,20:00:00,Main Block,Academic,6.96,0.0,0.0,92.9,30.7,Sunny
2026-08-11,20:00:00,Computer Lab,Laboratory,8.41,0.0,0.0,12.0,30.7,Sunny
2026-08-11,20:00:00,Library,Library,5.28,0.0,0.0,92.5,30.7,Sunny
2026-08-11,20:00:00,Administration Block,Administrative,4.61,0.0,0.0,87.5,30.7,Sunny
2026-08-11,20:00:00,Hostel,Residential,51.36,0.0,0.0,12.0,30.7,Sunny
2026-08-11,22:00:00,Main Block,Academic,7.2,0.0,0.0,91.3,28.8,Sunny
2026-08-11,22:00:00,Computer Lab,Laboratory,8.27,0.0,0.0,12.0,28.8,Sunny
2026-08-11,22:00:00,Library,Library,5.45,0.0,0.0,91.3,28.8,Sunny
2026-08-11,22:00:00,Administration Block,Administrative,4.88,0.0,0.0,86.4,28.8,Sunny
2026-08-11,22:00:00,Hostel,Residential,44.06,0.0,0.0,12.0,28.8,Sunny
2026-08-12,00:00:00,Main Block,Academic,6.72,0.0,0.0,89.8,23.6,Partly Cloudy
2026-08-12,00:00:00,Computer Lab,Laboratory,9.23,0.0,0.0,12.0,23.6,Partly Cloudy
2026-08-12,00:00:00,Library,Library,5.24,0.0,0.0,90.1,23.6,Partly Cloudy
2026-08-12,00:00:00,Administration Block,Administrative,4.91,0.0,0.0,85.3,23.6,Partly Cloudy
2026-08-12,00:00:00,Hostel,Residential,13.46,0.0,0.0,12.0,23.6,Partly Cloudy
2026-08-12,02:00:00,Main Block,Academic,5.08,0.0,0.0,88.7,22.1,Partly Cloudy
2026-08-12,02:00:00,Computer Lab,Laboratory,6.35,0.0,0.0,12.0,22.1,Partly Cloudy
2026-08-12,02:00:00,Library,Library,3.81,0.0,0.0,89.3,22.1,Partly Cloudy
2026-08-12,02:00:00,Administration Block,Administrative,3.86,0.0,0.0,84.5,22.1,Partly Cloudy
2026-08-12,02:00:00,Hostel,Residential,15.24,0.0,0.0,12.0,22.1,Partly Cloudy
2026-08-12,04:00:00,Main Block,Academic,4.73,0.0,0.0,87.7,22.6,Partly Cloudy
2026-08-12,04:00:00,Computer Lab,Laboratory,6.03,0.0,0.0,12.0,22.6,Partly Cloudy
2026-08-12,04:00:00,Library,Library,3.42,0.0,0.0,88.5,22.6,Partly Cloudy
2026-08-12,04:00:00,Administration Block,Administrative,3.4,0.0,0.0,83.8,22.6,Partly Cloudy
2026-08-12,04:00:00,Hostel,Residential,12.36,0.0,0.0,12.0,22.6,Partly Cloudy
2026-08-12,06:00:00,Main Block,Academic,6.71,3.1,3.1,86.9,25.5,Partly Cloudy
2026-08-12,06:00:00,Computer Lab,Laboratory,8.48,2.27,2.27,12.0,25.5,Partly Cloudy
2026-08-12,06:00:00,Library,Library,5.61,2.04,2.04,87.7,25.5,Partly Cloudy
2026-08-12,06:00:00,Administration Block,Administrative,5.23,1.76,1.76,83.0,25.5,Partly Cloudy
2026-08-12,06:00:00,Hostel,Residential,37.09,1.44,1.44,12.0,25.5,Partly Cloudy
2026-08-12,08:00:00,Main Block,Academic,23.23,11.3,11.3,84.3,27.8,Partly Cloudy
2026-08-12,08:00:00,Computer Lab,Laboratory,29.11,8.59,8.59,12.0,27.8,Partly Cloudy
2026-08-12,08:00:00,Library,Library,17.71,8.62,8.62,85.7,27.8,Partly Cloudy
2026-08-12,08:00:00,Administration Block,Administrative,17.06,7.39,7.39,80.9,27.8,Partly Cloudy
2026-08-12,08:00:00,Hostel,Residential,44.13,6.01,6.01,12.0,27.8,Partly Cloudy
2026-08-12,10:00:00,Main Block,Academic,33.23,27.71,27.71,83.1,31.2,Partly Cloudy
2026-08-12,10:00:00,Computer Lab,Laboratory,40.19,23.67,23.67,12.0,31.2,Partly Cloudy
2026-08-12,10:00:00,Library,Library,27.77,21.08,21.08,84.2,31.2,Partly Cloudy
2026-08-12,10:00:00,Administration Block,Administrative,25.56,16.83,16.83,79.0,31.2,Partly Cloudy
2026-08-12,10:00:00,Hostel,Residential,17.43,14.81,14.66,12.1,31.2,Partly Cloudy
2026-08-12,12:00:00,Main Block,Academic,35.09,43.74,32.09,88.3,33.5,Partly Cloudy
2026-08-12,12:00:00,Computer Lab,Laboratory,40.01,31.06,30.21,12.4,33.5,Partly Cloudy
2026-08-12,12:00:00,Library,Library,28.48,29.06,26.57,85.3,33.5,Partly Cloudy
2026-08-12,12:00:00,Administration Block,Administrative,23.3,23.5,21.31,80.0,33.5,Partly Cloudy
2026-08-12,12:00:00,Hostel,Residential,20.14,20.93,16.75,14.0,33.5,Partly Cloudy
2026-08-12,14:00:00,Main Block,Academic,42.41,36.87,35.99,88.7,33.9,Partly Cloudy
2026-08-12,14:00:00,Computer Lab,Laboratory,46.29,30.21,30.21,12.0,33.9,Partly Cloudy
2026-08-12,14:00:00,Library,Library,30.87,26.0,26.0,84.2,33.9,Partly Cloudy
2026-08-12,14:00:00,Administration Block,Administrative,30.29,21.9,21.9,78.2,33.9,Partly Cloudy
2026-08-12,14:00:00,Hostel,Residential,17.86,18.76,13.75,16.3,33.9,Partly Cloudy
2026-08-12,16:00:00,Main Block,Academic,35.98,21.48,21.48,85.5,34.0,Partly Cloudy
2026-08-12,16:00:00,Computer Lab,Laboratory,44.7,14.93,14.93,12.0,34.0,Partly Cloudy
2026-08-12,16:00:00,Library,Library,30.32,12.57,12.57,80.3,34.0,Partly Cloudy
2026-08-12,16:00:00,Administration Block,Administrative,26.27,12.58,12.58,75.2,34.0,Partly Cloudy
2026-08-12,16:00:00,Hostel,Residential,18.59,9.56,9.56,14.3,34.0,Partly Cloudy
2026-08-12,18:00:00,Main Block,Academic,15.29,6.53,6.53,83.6,32.7,Partly Cloudy
2026-08-12,18:00:00,Computer Lab,Laboratory,19.55,4.43,4.43,12.0,32.7,Partly Cloudy
2026-08-12,18:00:00,Library,Library,11.6,4.0,4.0,78.6,32.7,Partly Cloudy
2026-08-12,18:00:00,Administration Block,Administrative,10.24,3.87,3.87,73.8,32.7,Partly Cloudy
2026-08-12,18:00:00,Hostel,Residential,37.22,3.37,3.37,12.0,32.7,Partly Cloudy
2026-08-12,20:00:00,Main Block,Academic,7.45,0.0,0.0,82.0,28.7,Partly Cloudy
2026-08-12,20:00:00,Computer Lab,Laboratory,8.05,0.0,0.0,12.0,28.7,Partly Cloudy
2026-08-12,20:00:00,Library,Library,5.82,0.0,0.0,77.3,28.7,Partly Cloudy
2026-08-12,20:00:00,Administration Block,Administrative,4.72,0.0,0.0,72.8,28.7,Partly Cloudy
2026-08-12,20:00:00,Hostel,Residential,46.08,0.0,0.0,12.0,28.7,Partly Cloudy
2026-08-12,22:00:00,Main Block,Academic,6.64,0.0,0.0,80.5,25.8,Partly Cloudy
2026-08-12,22:00:00,Computer Lab,Laboratory,8.98,0.0,0.0,12.0,25.8,Partly Cloudy
2026-08-12,22:00:00,Library,Library,5.08,0.0,0.0,76.2,25.8,Partly Cloudy
2026-08-12,22:00:00,Administration Block,Administrative,4.61,0.0,0.0,71.8,25.8,Partly Cloudy
2026-08-12,22:00:00,Hostel,Residential,45.46,0.0,0.0,12.0,25.8,Partly Cloudy
2026-08-13,00:00:00,Main Block,Academic,6.64,0.0,0.0,79.0,25.5,Sunny
2026-08-13,00:00:00,Computer Lab,Laboratory,8.12,0.0,0.0,12.0,25.5,Sunny
2026-08-13,00:00:00,Library,Library,5.71,0.0,0.0,74.9,25.5,Sunny
2026-08-13,00:00:00,Administration Block,Administrative,5.02,0.0,0.0,70.7,25.5,Sunny
2026-08-13,00:00:00,Hostel,Residential,14.03,0.0,0.0,12.0,25.5,Sunny
2026-08-13,02:00:00,Main Block,Academic,5.24,0.0,0.0,77.8,24.5,Sunny
2026-08-13,02:00:00,Computer Lab,Laboratory,117.68,0.0,0.0,12.0,24.5,Sunny
2026-08-13,02:00:00,Library,Library,4.22,0.0,0.0,74.0,24.5,Sunny
2026-08-13,02:00:00,Administration Block,Administrative,3.32,0.0,0.0,70.0,24.5,Sunny
2026-08-13,02:00:00,Hostel,Residential,15.54,0.0,0.0,12.0,24.5,Sunny
2026-08-13,04:00:00,Main Block,Academic,4.7,0.0,0.0,76.8,25.5,Sunny
2026-08-13,04:00:00,Computer Lab,Laboratory,5.82,0.0,0.0,12.0,25.5,Sunny
2026-08-13,04:00:00,Library,Library,3.42,0.0,0.0,73.2,25.5,Sunny
2026-08-13,04:00:00,Administration Block,Administrative,3.34,0.0,0.0,69.3,25.5,Sunny
2026-08-13,04:00:00,Hostel,Residential,12.17,0.0,0.0,12.0,25.5,Sunny
2026-08-13,06:00:00,Main Block,Academic,6.93,4.2,4.2,76.2,27.1,Sunny
2026-08-13,06:00:00,Computer Lab,Laboratory,8.1,3.01,3.01,12.0,27.1,Sunny
2026-08-13,06:00:00,Library,Library,5.26,2.69,2.69,72.6,27.1,Sunny
2026-08-13,06:00:00,Administration Block,Administrative,4.82,2.48,2.48,68.8,27.1,Sunny
2026-08-13,06:00:00,Hostel,Residential,35.97,2.01,2.01,12.0,27.1,Sunny
2026-08-13,08:00:00,Main Block,Academic,23.66,16.45,16.45,74.6,30.0,Sunny
2026-08-13,08:00:00,Computer Lab,Laboratory,28.99,11.53,11.53,12.0,30.0,Sunny
2026-08-13,08:00:00,Library,Library,16.84,10.45,10.45,71.2,30.0,Sunny
2026-08-13,08:00:00,Administration Block,Administrative,15.78,8.8,8.8,67.3,30.0,Sunny
2026-08-13,08:00:00,Hostel,Residential,43.06,7.88,7.88,12.0,30.0,Sunny
2026-08-13,10:00:00,Main Block,Academic,31.75,41.27,24.4,82.2,33.5,Sunny
2026-08-13,10:00:00,Computer Lab,Laboratory,39.89,30.53,30.53,12.0,33.5,Sunny
2026-08-13,10:00:00,Library,Library,27.05,26.53,23.33,72.6,33.5,Sunny
2026-08-13,10:00:00,Administration Block,Administrative,23.7,21.58,19.45,68.3,33.5,Sunny
2026-08-13,10:00:00,Hostel,Residential,19.4,20.39,17.92,13.1,33.5,Sunny
2026-08-13,12:00:00,Main Block,Academic,36.71,58.46,30.11,95.0,35.6,Sunny
2026-08-13,12:00:00,Computer Lab,Laboratory,40.72,44.22,32.37,17.3,35.6,Sunny
2026-08-13,12:00:00,Library,Library,28.31,37.6,25.55,78.0,35.6,Sunny
2026-08-13,12:00:00,Administration Block,Administrative,24.68,35.17,22.68,73.9,35.6,Sunny
2026-08-13,12:00:00,Hostel,Residential,20.34,30.2,17.75,18.7,35.6,Sunny
2026-08-13,14:00:00,Main Block,Academic,36.58,54.03,33.5,98.0,36.7,Sunny
2026-08-13,14:00:00,Computer Lab,Laboratory,46.95,39.2,38.11,17.8,36.7,Sunny
2026-08-13,14:00:00,Library,Library,30.3,31.22,28.0,79.4,36.7,Sunny
2026-08-13,14:00:00,Administration Block,Administrative,28.57,29.11,22.24,77.0,36.7,Sunny
2026-08-13,14:00:00,Hostel,Residential,19.3,23.51,17.35,21.5,36.7,Sunny
2026-08-13,16:00:00,Main Block,Academic,36.05,26.13,26.13,95.8,35.6,Sunny
2026-08-13,16:00:00,Computer Lab,Laboratory,47.27,20.94,20.94,12.0,35.6,Sunny
2026-08-13,16:00:00,Library,Library,26.79,16.63,16.63,77.2,35.6,Sunny
2026-08-13,16:00:00,Administration Block,Administrative,26.58,16.04,16.04,74.7,35.6,Sunny
2026-08-13,16:00:00,Hostel,Residential,19.39,13.36,13.36,20.2,35.6,Sunny
2026-08-13,18:00:00,Main Block,Academic,16.03,7.99,7.99,94.0,33.8,Sunny
2026-08-13,18:00:00,Computer Lab,Laboratory,18.58,6.55,6.55,12.0,33.8,Sunny
2026-08-13,18:00:00,Library,Library,12.42,5.27,5.27,75.6,33.8,Sunny
2026-08-13,18:00:00,Administration Block,Administrative,11.17,4.58,4.58,73.3,33.8,Sunny
2026-08-13,18:00:00,Hostel,Residential,37.19,4.01,4.01,12.9,33.8,Sunny
2026-08-13,20:00:00,Main Block,Academic,6.45,0.0,0.0,92.6,31.0,Sunny
2026-08-13,20:00:00,Computer Lab,Laboratory,9.1,0.0,0.0,12.0,31.0,Sunny
2026-08-13,20:00:00,Library,Library,5.21,0.0,0.0,74.5,31.0,Sunny
2026-08-13,20:00:00,Administration Block,Administrative,4.9,0.0,0.0,72.2,31.0,Sunny
2026-08-13,20:00:00,Hostel,Residential,50.57,0.0,0.0,12.0,31.0,Sunny
2026-08-13,22:00:00,Main Block,Academic,7.37,0.0,0.0,91.0,28.2,Sunny
2026-08-13,22:00:00,Computer Lab,Laboratory,9.18,0.0,0.0,12.0,28.2,Sunny
2026-08-13,22:00:00,Library,Library,5.12,0.0,0.0,73.4,28.2,Sunny
2026-08-13,22:00:00,Administration Block,Administrative,5.29,0.0,0.0,71.0,28.2,Sunny
2026-08-13,22:00:00,Hostel,Residential,40.27,0.0,0.0,12.0,28.2,Sunny
2026-08-14,00:00:00,Main Block,Academic,7.41,0.0,0.0,89.4,26.4,Sunny
2026-08-14,00:00:00,Computer Lab,Laboratory,8.86,0.0,0.0,12.0,26.4,Sunny
2026-08-14,00:00:00,Library,Library,5.56,0.0,0.0,72.2,26.4,Sunny
2026-08-14,00:00:00,Administration Block,Administrative,5.17,0.0,0.0,69.9,26.4,Sunny
2026-08-14,00:00:00,Hostel,Residential,13.32,0.0,0.0,12.0,26.4,Sunny
2026-08-14,02:00:00,Main Block,Academic,4.63,0.0,0.0,88.4,23.9,Sunny
2026-08-14,02:00:00,Computer Lab,Laboratory,6.1,0.0,0.0,12.0,23.9,Sunny
2026-08-14,02:00:00,Library,Library,4.02,0.0,0.0,71.3,23.9,Sunny
2026-08-14,02:00:00,Administration Block,Administrative,3.77,0.0,0.0,69.1,23.9,Sunny
2026-08-14,02:00:00,Hostel,Residential,15.86,0.0,0.0,12.0,23.9,Sunny
2026-08-14,04:00:00,Main Block,Academic,4.94,0.0,0.0,87.3,24.3,Sunny
2026-08-14,04:00:00,Computer Lab,Laboratory,5.62,0.0,0.0,12.0,24.3,Sunny
2026-08-14,04:00:00,Library,Library,3.7,0.0,0.0,70.5,24.3,Sunny
2026-08-14,04:00:00,Administration Block,Administrative,3.29,0.0,0.0,68.4,24.3,Sunny
2026-08-14,04:00:00,Hostel,Residential,11.99,0.0,0.0,12.0,24.3,Sunny
2026-08-14,06:00:00,Main Block,Academic,6.76,3.75,3.75,86.6,26.6,Sunny
2026-08-14,06:00:00,Computer Lab,Laboratory,8.14,2.97,2.97,12.0,26.6,Sunny
2026-08-14,06:00:00,Library,Library,5.32,2.73,2.73,69.9,26.6,Sunny
2026-08-14,06:00:00,Administration Block,Administrative,5.21,2.21,2.21,67.7,26.6,Sunny
2026-08-14,06:00:00,Hostel,Residential,34.49,2.01,2.01,12.0,26.6,Sunny
2026-08-14,08:00:00,Main Block,Academic,21.24,16.75,16.75,85.6,30.0,Sunny
2026-08-14,08:00:00,Computer Lab,Laboratory,29.14,12.54,12.54,12.0,30.0,Sunny
2026-08-14,08:00:00,Library,Library,18.79,10.83,10.83,68.1,30.0,Sunny
2026-08-14,08:00:00,Administration Block,Administrative,16.32,9.91,9.91,66.3,30.0,Sunny
2026-08-14,08:00:00,Hostel,Residential,39.61,7.51,7.51,12.0,30.0,Sunny
2026-08-14,10:00:00,Main Block,Academic,32.89,36.59,28.0,89.5,32.5,Sunny
2026-08-14,10:00:00,Computer Lab,Laboratory,41.35,29.23,29.23,12.0,32.5,Sunny
2026-08-14,10:00:00,Library,Library,28.23,24.47,24.47,67.3,32.5,Sunny
2026-08-14,10:00:00,Administration Block,Administrative,25.75,23.31,21.92,66.9,32.5,Sunny
2026-08-14,10:00:00,Hostel,Residential,18.79,19.8,17.07,13.2,32.5,Sunny
2026-08-14,12:00:00,Main Block,Academic,33.87,60.32,29.82,98.0,35.9,Sunny
2026-08-14,12:00:00,Computer Lab,Laboratory,42.52,40.86,32.42,15.8,35.9,Sunny
2026-08-14,12:00:00,Library,Library,28.54,37.46,25.48,72.7,35.9,Sunny
2026-08-14,12:00:00,Administration Block,Administrative,24.41,31.89,19.52,72.5,35.9,Sunny
2026-08-14,12:00:00,Hostel,Residential,18.71,28.52,15.99,18.8,35.9,Sunny
2026-08-14,14:00:00,Main Block,Academic,38.78,48.99,32.26,98.0,35.9,Sunny
2026-08-14,14:00:00,Computer Lab,Laboratory,50.25,39.7,39.7,13.5,35.9,Sunny
2026-08-14,14:00:00,Library,Library,28.94,31.68,25.63,75.4,35.9,Sunny
2026-08-14,14:00:00,Administration Block,Administrative,27.3,30.58,24.06,75.4,35.9,Sunny
2026-08-14,14:00:00,Hostel,Residential,20.13,26.8,16.44,23.5,35.9,Sunny
2026-08-14,16:00:00,Main Block,Academic,34.42,26.16,26.16,96.2,36.2,Sunny
2026-08-14,16:00:00,Computer Lab,Laboratory,47.1,19.75,19.75,12.0,36.2,Sunny
2026-08-14,16:00:00,Library,Library,30.7,17.33,17.33,72.5,36.2,Sunny
2026-08-14,16:00:00,Administration Block,Administrative,27.3,16.38,16.38,73.0,36.2,Sunny
2026-08-14,16:00:00,Hostel,Residential,19.89,13.88,13.88,22.2,36.2,Sunny
2026-08-14,18:00:00,Main Block,Academic,15.76,8.4,8.4,94.6,34.2,Sunny
2026-08-14,18:00:00,Computer Lab,Laboratory,18.83,6.06,6.06,12.0,34.2,Sunny
2026-08-14,18:00:00,Library,Library,12.97,5.65,5.65,70.9,34.2,Sunny
2026-08-14,18:00:00,Administration Block,Administrative,10.36,4.63,4.63,71.7,34.2,Sunny
2026-08-14,18:00:00,Hostel,Residential,36.51,4.43,4.43,15.1,34.2,Sunny
2026-08-14,20:00:00,Main Block,Academic,6.48,0.0,0.0,93.2,31.9,Sunny
2026-08-14,20:00:00,Computer Lab,Laboratory,8.52,0.0,0.0,12.0,31.9,Sunny
2026-08-14,20:00:00,Library,Library,5.73,0.0,0.0,69.6,31.9,Sunny
2026-08-14,20:00:00,Administration Block,Administrative,4.7,0.0,0.0,70.7,31.9,Sunny
2026-08-14,20:00:00,Hostel,Residential,48.01,0.0,0.0,12.0,31.9,Sunny
2026-08-14,22:00:00,Main Block,Academic,7.37,0.0,0.0,91.6,27.7,Sunny
2026-08-14,22:00:00,Computer Lab,Laboratory,9.13,0.0,0.0,12.0,27.7,Sunny
2026-08-14,22:00:00,Library,Library,5.77,0.0,0.0,68.3,27.7,Sunny
2026-08-14,22:00:00,Administration Block,Administrative,4.73,0.0,0.0,69.7,27.7,Sunny
2026-08-14,22:00:00,Hostel,Residential,43.01,0.0,0.0,12.0,27.7,Sunny
2026-08-15,00:00:00,Main Block,Academic,4.83,0.0,0.0,90.5,26.0,Sunny
2026-08-15,00:00:00,Computer Lab,Laboratory,6.24,0.0,0.0,12.0,26.0,Sunny
2026-08-15,00:00:00,Library,Library,3.82,0.0,0.0,67.5,26.0,Sunny
2026-08-15,00:00:00,Administration Block,Administrative,3.74,0.0,0.0,68.9,26.0,Sunny
2026-08-15,00:00:00,Hostel,Residential,13.39,0.0,0.0,12.0,26.0,Sunny
2026-08-15,02:00:00,Main Block,Academic,4.89,0.0,0.0,89.4,24.6,Sunny
2026-08-15,02:00:00,Computer Lab,Laboratory,6.61,0.0,0.0,12.0,24.6,Sunny
2026-08-15,02:00:00,Library,Library,4.17,0.0,0.0,66.6,24.6,Sunny
2026-08-15,02:00:00,Administration Block,Administrative,3.52,0.0,0.0,68.1,24.6,Sunny
2026-08-15,02:00:00,Hostel,Residential,15.93,0.0,0.0,12.0,24.6,Sunny
2026-08-15,04:00:00,Main Block,Academic,5.01,0.0,0.0,88.3,25.7,Sunny
2026-08-15,04:00:00,Computer Lab,Laboratory,6.08,0.0,0.0,12.0,25.7,Sunny
2026-08-15,04:00:00,Library,Library,3.98,0.0,0.0,65.7,25.7,Sunny
2026-08-15,04:00:00,Administration Block,Administrative,3.87,0.0,0.0,67.2,25.7,Sunny
2026-08-15,04:00:00,Hostel,Residential,12.99,0.0,0.0,12.0,25.7,Sunny
2026-08-15,06:00:00,Main Block,Academic,4.75,3.8,3.8,88.1,27.3,Sunny
2026-08-15,06:00:00,Computer Lab,Laboratory,6.68,2.99,2.99,12.0,27.3,Sunny
2026-08-15,06:00:00,Library,Library,4.18,2.78,2.78,65.4,27.3,Sunny
2026-08-15,06:00:00,Administration Block,Administrative,3.75,2.23,2.23,66.9,27.3,Sunny
2026-08-15,06:00:00,Hostel,Residential,34.2,1.96,1.96,12.0,27.3,Sunny
2026-08-15,08:00:00,Main Block,Academic,5.0,15.71,3.78,93.5,29.3,Sunny
2026-08-15,08:00:00,Computer Lab,Laboratory,5.85,12.06,4.66,15.3,29.3,Sunny
2026-08-15,08:00:00,Library,Library,4.27,10.51,3.23,68.7,29.3,Sunny
2026-08-15,08:00:00,Administration Block,Administrative,3.85,9.87,3.39,69.8,29.3,Sunny
2026-08-15,08:00:00,Hostel,Residential,43.91,7.59,7.59,12.0,29.3,Sunny
